option_name,autoload,size_bytes,owner,active_owner,recommended_action,confidence,rollback,notes
elementor_experiment-e_optimized_control_loading,yes,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_experiment-e_lazyload,yes,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_experiment-e_optimized_css_loading,yes,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_experiment-e_font_icon_svg,yes,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_experiment-additional_custom_breakpoints,yes,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
braapf_sliders,yes,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
forminator_version,yes,6,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
forminator_form_privacy_settings,yes,6,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_ppcp-admin-notices,yes,6,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wpsc_feed_list,yes,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
jetpack_sync_settings_dequeue_max_bytes,yes,6,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_upload_max_bytes,yes,6,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_woocommerce_payments_woopay_available_countries,yes,6,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
elementor_experiment-e_element_cache,yes,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
limit_login_lockout_duration,yes,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wordfence_version,yes,6,wordfence,no,BLOCKED,medium,Restore from app/sql/local.sql,
wordfence_ls_version,yes,6,wordfence,no,BLOCKED,medium,Restore from app/sql/local.sql,
cky_missing_tables,yes,6,cookie-law-info,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_secrets,no,6,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woopay_enabled_adapted_extensions,yes,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_pro_element_manager_role_permission,yes,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_fonts_manager_font_types,yes,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_fonts_manager_fonts,yes,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
bodhi_svgs_plugin_version,yes,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
p24_installed_version,on,6,imoje,yes,KEEP,high,Restore from app/sql/local.sql,
recently_activated_snippets,yes,6,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
um_version,auto,6,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
tml_logout_slug,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
blocksy_db_version,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wcs_conditions,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
breeze_version_upgraded_from,auto,6,breeze,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
sa_sm_db_version,off,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_experiment-e_optimized_markup,auto,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_experiment-e_local_google_fonts,auto,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woo_ml_version,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_floating_buttons_router_version,auto,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_email_header_alignment,on,6,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
optml-version,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
WPML_Plugin__version,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rank_math_analytics_first_fetch,auto,6,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
nickx_thumnails_layout,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
simpletags-version,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_library_category_children,auto,6,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cpsw-version,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wp_all_export_free_db_version,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woo_feed_free_version,off,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
product_brand_children,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
category_children,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_site_transient_wp_plugin_dependencies_plugin_data,off,6,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
wp_smush_pre_3_22_site,off,6,wp-smushit,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_payments_provider_state_snapshots,off,6,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
cmplz_excluded_posts_array,auto,6,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wc_pending_batch_processes,off,6,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wp_all_export_pro_db_version,auto,6,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_transient_woocommerce_webhook_ids_status_active,on,6,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
date_format,yes,5,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
blog_charset,yes,5,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
db_version,yes,5,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
page_for_posts,yes,5,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
page_on_front,yes,5,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
site_icon,yes,5,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
wp_page_for_privacy_policy,yes,5,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
initial_db_version,yes,5,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_shop_page_id,yes,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_placeholder_image,yes,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_file_download_method,no,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_cart_page_id,no,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_checkout_page_id,no,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_myaccount_page_id,no,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_terms_page_id,no,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
revslider_update_version,yes,5,revslider,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
revslider_update_revision_current,yes,5,revslider,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
like_box_sidebar_slide_header,yes,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_sidebar_slide_locale,yes,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_header,yes,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_locale,yes,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
easypack_default_package_size,yes,5,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_sales_record_amount,yes,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
pmxi_is_migrated,yes,5,wp-all-import-pro,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wp_all_import_db_version,yes,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wp_all_import_woocommerce_addon_db_version,yes,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_admin_version,yes,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wc_ppec_version,yes,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
bmi_initial_installation_version,yes,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
auto_update_core_major,yes,5,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
rsssl_current_version,no,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rsssl_wp_version_detected,no,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rsssl_previous_version,no,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
gla_file_version,yes,5,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_db_version,yes,5,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_active_kit,yes,5,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_events_db_version,no,5,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
hello_theme_version,yes,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_woocommerce_purchase_summary_page_id,yes,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_refund_returns_page_id,yes,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
yith_wcwl_db_version,yes,5,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_previous_kit,yes,5,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
site_logo,yes,5,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce-ppcp-version,yes,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_woocommerce_payments_version,yes,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
w3tc_browsercache_flush_timestamp,yes,5,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
limit_login_active_app,yes,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
limit_login_lockout_notify,yes,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_attribute_lookup_last_product_id_to_process,yes,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wt_cli_version,yes,5,cookie-law-info,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cky_cookie_consent_lite_db_version,yes,5,cookie-law-info,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cky_banners_table_version,yes,5,cookie-law-info,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cky_cookie_category_table_version,yes,5,cookie-law-info,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cky_cookie_table_version,yes,5,cookie-law-info,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
forminator_submissions_form_id,yes,5,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
WPLANG,yes,5,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
wp_mail_smtp_initial_version,no,5,wp-mail-smtp,no,BLOCKED,medium,Restore from app/sql/local.sql,
wp_mail_smtp_version,off,5,wp-mail-smtp,no,BLOCKED,medium,Restore from app/sql/local.sql,
easypack_organization_id,on,5,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_default_package_size_c2c,yes,5,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
user_registration_default_form_page_id,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
user_registration_migration_version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
user_registration_registration_page_id,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
user_registration_myaccount_page_id,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
um_last_version_upgrade,auto,5,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
um_fa_version,off,5,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_tml_version,off,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
tml_login_slug,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woo_conditional_shipping_version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rdn_fetch_14725b97,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_wcan_version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_wcan_db_version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woo_ml_shop_id,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_email_font_family,on,5,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
user_registration_version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
user_registration_db_version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
cmplz_cookietable_version,auto,5,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_cbdb_version,auto,5,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_dnsmpd_db_version,off,5,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_first_version,off,5,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz-current-version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
cmplz_privacy-statement_custom_page,auto,5,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ast-block-templates-version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_hfe_db_version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
hfe_plugin_previous_version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
hfe_plugin_version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wpforms_splash_version,auto,5,wpforms,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
astra_sites_imported_wxr_id,off,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wbfte_promotion_banner_version,auto,5,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
compressx_latest_bulk_image,off,5,compressx,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
generate_dynamic_css_cached_version,auto,5,generatepress,yes,KEEP,high,Restore from app/sql/local.sql,
generate_db_version,auto,5,generatepress,yes,KEEP,high,Restore from app/sql/local.sql,
default_comment_status,yes,4,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
default_ping_status,yes,4,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
show_on_front,yes,4,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
large_size_h,yes,4,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_default_customer_address,yes,4,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_tax_display_shop,yes,4,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_tax_display_cart,yes,4,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
default_product_cat,yes,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_wcwl_after_add_to_wishlist_behaviour,yes,4,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
like_box_sidebar_slide_cover_photo,yes,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_sidebar_slide_connections,yes,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_cover_photo,yes,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_connections,yes,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
glt_language_switcher_width,yes,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rsssl_port_check_2082,no,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rsssl_port_check_8443,no,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
trustindex-wc-notification,no,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ewww_image_optimizer_relative_migration_status,yes,4,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-ttl_priv,yes,4,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.object-port,yes,4,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wf_schedule,no,4,wordfence,no,BLOCKED,medium,Restore from app/sql/local.sql,
gla_syncable_products_count,yes,4,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_font_display,yes,4,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ossdl_off_exclude,yes,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
jetpack_sync_settings_max_queue_size,yes,4,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_max_queue_lag,yes,4,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_max_queue_size_full_sync,yes,4,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cacsp_version,yes,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_viewport_lg,auto,4,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ampforwp_rewrite_flush_option,off,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ampforwp_default_pages_to,auto,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
nickx_arrowcolor,auto,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
nickx_arrowbgcolor,auto,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
updateMessageDisplay,auto,4,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
mailserver_port,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
time_format,yes,3,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
thumbnail_size_w,yes,3,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
thumbnail_size_h,yes,3,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
medium_size_w,yes,3,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
medium_size_h,yes,3,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
large_size_w,yes,3,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
comment_order,yes,3,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
medium_large_size_w,yes,3,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_enable_coupons,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_currency,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_enable_ajax_add_to_cart,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_enable_reviews,on,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_review_rating_verification_label,no,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_enable_review_rating,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_review_rating_required,no,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_manage_stock,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_notify_low_stock,no,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_notify_no_stock,no,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_downloads_grant_access_after_payment,no,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_downloads_add_hash_to_filename,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_enable_guest_checkout,no,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_enable_checkout_login_reminder,no,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_enable_signup_and_login_from_checkout,no,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_enable_myaccount_registration,no,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_registration_generate_username,no,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_single_image_width,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_thumbnail_image_width,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_checkout_highlight_required_fields,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
current_theme_supports_woocommerce,yes,3,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_onboarding_opt_in,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_admin_last_orders_milestone,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
yith_woocompare_auto_open,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_woocompare_price_end,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith-wcqv-enable,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith-wcqv-enable-mobile,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_wfbt_enable_integration,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_wcwl_show_remove,yes,3,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_remove_after_add_to_cart,yes,3,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_share_fb,yes,3,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_share_twitter,yes,3,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_share_pinterest,yes,3,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_share_email,yes,3,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_share_whatsapp,yes,3,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpb_js_composer_license_activation_notified,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_task_list_welcome_modal_dismissed,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
like_box_sidebar_slide_mode,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_sidebar_slide_pntik_height,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_sidebar_slide_width,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_sidebar_slide_height,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_width,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
like_box_height,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_schema_version,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wc_blocks_db_schema_version,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wpsr_version,yes,3,wp-reviews-google,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpsr_last_changelog,yes,3,wp-reviews-google,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
googlelanguagetranslator_translatebox,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
googlelanguagetranslator_floating_widget,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_thumbnail_cropping_custom_width,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_thumbnail_cropping_custom_height,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
user_count,off,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
duplicate_post_version,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_task_list_reminder_bar_hidden,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_analytics_enabled,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_custom_orders_table_enabled,on,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_custom_orders_table_created,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_admin_created_default_shipping_zones,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_admin_reviewed_default_shipping_zones,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wc_facebook_has_connected_fbe_2,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wc_facebook_has_authorized_pages_read_engagement,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
pum_total_conversion_count,yes,3,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_feature_marketplace_enabled,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
ewww_image_optimizer_version,yes,3,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraft_split_every,yes,3,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.object-life,yes,3,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.media-lqip_min_w,yes,3,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.media-lqip_min_h,yes,3,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler-usleep,yes,3,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler-run_duration,yes,3,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler-run_interval,yes,3,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler-map_timeout,yes,3,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_feature_order_attribution_enabled,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_iwo_price_lowest_on_sale,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_iwo_price_lowest_simple,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_iwo_price_lowest_variable,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_iwo_price_lowest_variation,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_iwo_price_lowest_product,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_iwo_price_lowest_admin_edit,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_iwo_price_lowest_admin_short,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
uncode_ajax_theme_panel,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wc_facebook_for_woocommerce_is_active,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
elementor_use_mini_cart_template,yes,3,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_recaptcha_v3_threshold,yes,3,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
